"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
4,9,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,1,1,2,6,5,3,2,6,1,0,0,0,0,0,0,0,0,0,0
4,11,1,1,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,1,1,2,5,4,3,2,6,1,0,0,0,0,0,0,0,0,0,0
4,13,1,1,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
4,14,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,15,1,1,2,3,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0
4,16,1,1,2,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0
4,17,1,1,2,6,5,3,2,6,5,4,1,0,0,0,0,0,0,0,0
4,18,1,1,2,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0
4,19,1,1,2,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0
4,20,1,1,2,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,1,1,2,6,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0
5,3,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,1,1,2,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
5,5,1,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1,1,6,3,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0
5,7,1,1,2,3,4,2,6,5,1,0,0,0,0,0,0,0,0,0,0
5,8,1,1,2,5,4,2,6,5,4,3,1,0,0,0,0,0,0,0,0
5,9,1,1,2,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
5,10,1,1,6,5,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0
5,11,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,12,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,1,1,2,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0
5,14,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,1,1,2,6,3,4,2,6,5,1,0,0,0,0,0,0,0,0,0
5,16,1,1,2,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0
5,17,1,1,2,6,3,2,6,5,4,1,0,0,0,0,0,0,0,0,0
5,18,1,1,2,6,3,2,6,5,4,1,0,0,0,0,0,0,0,0,0
5,19,1,1,2,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0
5,20,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,1,1,6,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,1,1,2,5,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0
6,4,1,1,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1,1,2,5,4,3,2,6,1,0,0,0,0,0,0,0,0,0,0
6,8,1,1,2,3,4,5,3,4,5,6,1,0,0,0,0,0,0,0,0
6,9,1,1,2,3,5,6,2,3,4,1,0,0,0,0,0,0,0,0,0
6,10,1,1,2,3,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0
6,11,1,1,2,3,5,6,4,1,0,0,0,0,0,0,0,0,0,0,0
6,12,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
6,13,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
6,14,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
6,15,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
6,16,1,1,2,3,6,4,5,1,0,0,0,0,0,0,0,0,0,0,0
6,17,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
6,18,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
6,19,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
6,20,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
7,1,1,1,2,3,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0
7,2,1,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,1,6,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
7,4,1,1,3,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1,1,6,4,2,6,5,4,2,6,1,0,0,0,0,0,0,0,0
7,6,1,1,6,5,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0
7,7,1,1,2,3,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0
7,8,1,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,1,1,6,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
7,10,1,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11,1,1,6,5,3,6,5,4,2,1,0,0,0,0,0,0,0,0,0
7,12,1,1,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
7,13,1,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,14,1,1,6,5,4,3,5,4,3,2,1,0,0,0,0,0,0,0,0
7,15,1,1,6,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
7,16,1,1,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
7,18,1,1,6,5,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0
7,19,1,1,6,5,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0
7,20,1,1,6,5,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0
8,1,1,1,2,3,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,1,1,6,2,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0
8,4,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,1,1,6,2,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0
8,6,1,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,1,2,3,4,5,2,3,6,1,0,0,0,0,0,0,0,0,0
8,8,1,1,6,2,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0
8,9,1,1,6,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0
8,10,1,1,6,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0
8,11,1,1,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,1,1,6,4,3,5,4,3,5,4,2,1,0,0,0,0,0,0,0
8,13,1,1,6,2,3,6,2,3,4,5,1,0,0,0,0,0,0,0,0
8,14,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
8,15,1,1,2,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
8,16,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
8,17,1,1,6,2,3,6,2,3,4,5,1,0,0,0,0,0,0,0,0
8,18,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
8,19,1,1,6,2,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0
8,20,1,1,6,2,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0
9,1,1,1,2,3,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0
9,2,1,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,1,1,2,6,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0
9,4,1,1,5,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
9,5,1,1,5,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,1,1,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,1,1,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,1,1,6,5,4,6,5,3,2,1,0,0,0,0,0,0,0,0,0
9,10,1,1,2,3,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0
9,11,1,1,2,6,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
9,12,1,1,2,6,4,3,2,5,1,0,0,0,0,0,0,0,0,0,0
9,13,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,1,1,2,6,4,5,6,2,3,1,0,0,0,0,0,0,0,0,0
9,15,1,1,6,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
9,16,1,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,17,1,1,6,2,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0
9,18,1,1,6,2,3,4,6,2,4,5,1,0,0,0,0,0,0,0,0
9,19,1,1,2,3,5,6,2,3,5,6,2,3,6,2,3,5,4,1,0
9,20,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1,1,2,6,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0
10,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,1,1,6,5,4,3,5,6,1,0,0,0,0,0,0,0,0,0,0
10,4,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
10,5,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
10,6,1,1,2,3,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0
10,7,1,1,6,5,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0
10,8,1,1,2,3,4,5,6,1,0,0,0,0,0,0,0,0,0,0,0
10,9,1,1,2,3,4,5,3,2,1,0,0,0,0,0,0,0,0,0,0
10,10,1,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,11,1,1,6,5,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0
10,12,1,1,6,2,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0
10,13,1,1,2,3,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0
10,14,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
10,15,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
10,16,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
10,17,1,1,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
10,18,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
10,19,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
10,20,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
