"arrayType","algorithm","learningValue","abandonValue","arrayNumber","simulation","bout","bee","similarityIndex"
"R10-P1","noRouteCompare",1.5,0.75,1,91,6,1,0.444444444444444
"R10-P1","noRouteCompare",1.5,0.75,1,91,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,7,1,0.307692307692308
"R10-P1","noRouteCompare",1.5,0.75,1,91,7,2,0.411764705882353
"R10-P1","noRouteCompare",1.5,0.75,1,91,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,8,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,91,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,9,2,0.15
"R10-P1","noRouteCompare",1.5,0.75,1,91,10,1,0.35
"R10-P1","noRouteCompare",1.5,0.75,1,91,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,11,1,0.475
"R10-P1","noRouteCompare",1.5,0.75,1,91,11,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,91,12,1,0.352941176470588
"R10-P1","noRouteCompare",1.5,0.75,1,91,12,2,0.55
"R10-P1","noRouteCompare",1.5,0.75,1,91,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,20,2,0.53125
"R10-P1","noRouteCompare",1.5,0.75,1,91,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,21,2,0.3125
"R10-P1","noRouteCompare",1.5,0.75,1,91,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,23,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,24,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,26,1,0.315789473684211
"R10-P1","noRouteCompare",1.5,0.75,1,91,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,27,1,0.315789473684211
"R10-P1","noRouteCompare",1.5,0.75,1,91,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,28,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,91,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,2,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,92,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,5,2,0.366666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,92,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,8,1,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,92,8,2,0.15
"R10-P1","noRouteCompare",1.5,0.75,1,92,9,1,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,92,9,2,0.15
"R10-P1","noRouteCompare",1.5,0.75,1,92,10,1,0.409090909090909
"R10-P1","noRouteCompare",1.5,0.75,1,92,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,11,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,92,12,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,92,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,13,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,92,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,17,1,0.441176470588235
"R10-P1","noRouteCompare",1.5,0.75,1,92,17,2,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,92,18,1,0.441176470588235
"R10-P1","noRouteCompare",1.5,0.75,1,92,18,2,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,92,19,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,92,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,22,1,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,92,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,23,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,92,24,1,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,92,24,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,25,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,92,25,2,0.538461538461538
"R10-P1","noRouteCompare",1.5,0.75,1,92,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,26,2,0.578947368421053
"R10-P1","noRouteCompare",1.5,0.75,1,92,27,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,92,27,2,0.157894736842105
"R10-P1","noRouteCompare",1.5,0.75,1,92,28,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,92,29,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,92,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,6,2,0.363636363636364
"R10-P1","noRouteCompare",1.5,0.75,1,93,7,1,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,93,7,2,0.708333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,93,8,1,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,93,8,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,93,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,11,1,0.307692307692308
"R10-P1","noRouteCompare",1.5,0.75,1,93,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,12,1,0.538461538461538
"R10-P1","noRouteCompare",1.5,0.75,1,93,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,14,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,93,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,17,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,93,18,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,93,18,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,93,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,21,1,0.647058823529412
"R10-P1","noRouteCompare",1.5,0.75,1,93,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,22,1,0.352941176470588
"R10-P1","noRouteCompare",1.5,0.75,1,93,22,2,0.285714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,93,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,23,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,93,24,1,0.307692307692308
"R10-P1","noRouteCompare",1.5,0.75,1,93,24,2,0.425
"R10-P1","noRouteCompare",1.5,0.75,1,93,25,1,0.307692307692308
"R10-P1","noRouteCompare",1.5,0.75,1,93,25,2,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,93,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,26,2,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,93,27,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,28,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,28,2,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,93,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,93,29,2,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,94,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,1,2,0.444444444444444
"R10-P1","noRouteCompare",1.5,0.75,1,94,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,2,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,94,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,4,1,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,94,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,7,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,94,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,10,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,94,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,12,2,0.363636363636364
"R10-P1","noRouteCompare",1.5,0.75,1,94,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,13,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,94,14,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,94,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,17,1,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,94,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,18,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,94,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,19,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,94,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,20,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,94,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,21,1,0.409090909090909
"R10-P1","noRouteCompare",1.5,0.75,1,94,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,22,1,0.409090909090909
"R10-P1","noRouteCompare",1.5,0.75,1,94,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,23,1,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,94,23,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,94,24,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,94,24,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,25,1,0.34375
"R10-P1","noRouteCompare",1.5,0.75,1,94,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,94,26,1,0.46875
"R10-P1","noRouteCompare",1.5,0.75,1,94,26,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,94,27,1,0.285714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,94,27,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,94,28,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,94,28,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,94,29,1,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,94,29,2,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,95,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,9,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,95,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,10,2,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,95,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,11,2,0.166666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,95,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,12,2,0.166666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,95,13,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,95,13,2,0.404761904761905
"R10-P1","noRouteCompare",1.5,0.75,1,95,14,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,95,14,2,0.476190476190476
"R10-P1","noRouteCompare",1.5,0.75,1,95,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,16,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,95,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,17,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,95,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,18,2,0.7
"R10-P1","noRouteCompare",1.5,0.75,1,95,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,95,19,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,95,20,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,95,20,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,95,21,1,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,95,21,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,95,22,1,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,95,22,2,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,95,23,1,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,95,23,2,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,95,24,1,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,95,24,2,1
"R10-P1","noRouteCompare",1.5,0.75,1,95,25,1,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,95,25,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,95,26,1,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,95,26,2,0.727272727272727
"R10-P1","noRouteCompare",1.5,0.75,1,95,27,1,1
"R10-P1","noRouteCompare",1.5,0.75,1,95,27,2,0.321428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,95,28,1,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,95,28,2,0.321428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,95,29,1,0.305555555555556
"R10-P1","noRouteCompare",1.5,0.75,1,95,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,4,2,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,96,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,10,2,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,96,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,11,2,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,96,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,12,2,0.176470588235294
"R10-P1","noRouteCompare",1.5,0.75,1,96,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,18,1,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,96,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,19,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,96,19,2,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,96,20,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,96,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,21,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,96,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,22,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,96,23,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,96,23,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,96,24,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,96,24,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,25,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,96,25,2,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,96,26,1,0.523809523809524
"R10-P1","noRouteCompare",1.5,0.75,1,96,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,27,1,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,96,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,28,1,0.8125
"R10-P1","noRouteCompare",1.5,0.75,1,96,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,96,29,1,0.8125
"R10-P1","noRouteCompare",1.5,0.75,1,96,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,1,2,0.357142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,97,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,2,2,0.357142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,97,3,1,0.285714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,97,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,4,2,0.638888888888889
"R10-P1","noRouteCompare",1.5,0.75,1,97,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,5,2,0.472222222222222
"R10-P1","noRouteCompare",1.5,0.75,1,97,6,1,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,97,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,10,2,0.325
"R10-P1","noRouteCompare",1.5,0.75,1,97,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,11,2,0.325
"R10-P1","noRouteCompare",1.5,0.75,1,97,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,12,2,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,97,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,14,1,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,97,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,15,1,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,97,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,16,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,97,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,17,2,0.444444444444444
"R10-P1","noRouteCompare",1.5,0.75,1,97,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,22,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,97,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,23,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,97,24,1,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,97,24,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,25,1,0.466666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,97,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,27,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,28,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,28,2,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,97,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,97,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,98,1,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,98,1,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,98,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,98,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,98,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,98,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,98,4,1,0
